E-id,Archival_Culture_Name,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,Notes
603,KRAHOCANEL,1,1,1,5,1,1,3,11,1,2,1,1,
677,KUNG,1,2,1,5,2,15,16,0,1,2,1,1,
678,KUNG,1,3,1,5,2,15,16,0,2,2,1,1,
679,KUNG,1,2,1,5,2,15,16,0,1,2,1,1,
680,KUNG,1,1,3,0,4,1,10,2,1,5,10,2,
154,KUTENAI,1,4,1,0,1,2,0,0,2,2,1,1,
314,LALA,1,2,1,0,2,15,11,0,1,2,1,1,
315,LALA,1,1,2,0,1,6,0,0,3,6,9,3,
316,LALA,3,2,0,0,2,4,15,0,2,2,1,1,
317,LALA,1,2,1,5,1,15,0,0,4,0,4,1,
318,LALA,1,1,2,0,2,10,11,0,2,6,10,2,
739,LALA,1,1,4,4,2,10,1,0,1,5,2,2,
740,LALA,1,1,2,4,1,10,0,0,0,1,7,4,
343,LAOS,1,1,1,5,3,14,16,13,3,6,8,5,
344,LAOS,1,1,1,5,2,16,13,14,4,0,10,6,
345,LAOS,2,1,1,5,2,16,15,0,3,2,1,1,
346,LAOS,1,1,1,5,2,16,15,0,4,0,9,4,
364,LAPPS,1,3,1,0,0,0,0,0,0,1,1,1,
365,LAPPS,5,1,1,0,2,2,1,0,0,1,1,1,
774,M GREECE,3,3,1,5,3,10,11,16,1,0,2,1,
775,M GREECE,3,2,1,5,3,10,11,16,1,1,2,2,
776,M GREECE,4,2,1,5,3,10,11,16,3,2,2,2,
777,M GREECE,4,1,1,5,3,10,11,16,3,1,2,2,
778,M GREECE,4,2,1,5,3,10,11,16,3,2,3,3,
779,M GREECE,4,2,1,5,3,10,11,10,0,1,2,2,
780,M GREECE,4,1,1,5,1,16,0,0,3,2,3,2,
781,M GREECE,4,1,1,5,3,10,5,16,4,0,5,3,
782,M GREECE,4,1,1,5,4,4,16,6,3,2,2,1,
783,M GREECE,4,1,1,5,2,10,11,0,0,1,2,1,
392,MALEKULA,1,1,1,5,1,1,10,0,0,1,6,2,
353,MANUS,1,1,1,5,3,11,4,5,4,0,5,1,
66,MAORI,1,2,0,0,1,11,0,0,2,6,14,1,
67,MAORI,2,2,1,0,3,4,15,16,0,1,1,1,
68,MAORI,1,2,1,0,2,4,0,0,4,0,1,1,
69,MAORI,4,1,3,3,2,4,8,0,4,0,2,1,
725,MARING,1,2,1,5,1,1,0,0,4,0,2,1,
726,MARING,1,1,1,5,3,1,12,16,2,7,7,1,V10 has an impossible coding of 7. This error also appears on the original coding sheet
727,MARING,1,1,3,3,2,16,4,0,2,6,1,1,
717,MARQUESAS,0,3,0,0,2,10,12,0,0,1,12,1,
718,MARQUESAS,1,2,0,0,2,1,10,0,1,5,14,1,
719,MARQUESAS,1,1,1,5,2,1,10,0,1,6,12,1,
320,MBUTI,1,3,1,5,1,15,0,0,0,0,1,1,
321,MBUTI,1,1,3,3,3,15,7,11,1,6,9,1,
610,MNONG GAR,1,1,1,5,3,6,1,12,2,5,7,2,
611,MNONG GAR,1,1,1,5,4,12,1,16,1,5,6,1,
612,MNONG GAR,1,1,1,5,1,1,0,0,4,0,3,2,
613,MNONG GAR,1,1,1,5,3,8,1,6,3,0,1,1,
614,MNONG GAR,1,1,2,3,3,16,8,6,4,0,1,1,
737,MNONG GAR,1,2,1,0,3,6,1,12,1,5,4,1,
578,MORAVIA,1,1,1,4,2,10,16,11,0,6,6,2,
579,MORAVIA,1,1,1,4,2,10,16,11,4,6,7,3,
250,MOROCCO GEN,1,0,0,0,1,10,0,0,0,1,8,1,
251,MOROCCO GEN,1,1,1,5,2,14,16,0,0,1,4,3,
252,MOROCCO GEN,1,2,0,0,1,10,0,0,0,1,4,2,
253,MOROCCO GEN,1,0,0,0,1,16,0,0,2,2,2,2,
254,MOROCCO GEN,1,4,1,5,2,14,16,0,0,1,10,3,
424,MOSQUITO,1,1,3,5,0,0,0,0,0,1,1,1,
425,MOSQUITO,1,1,3,5,2,6,10,0,2,5,13,4,
426,MOSQUITO,4,1,1,5,0,0,0,0,0,1,1,1,
427,MOSQUITO,1,1,1,5,1,2,0,0,0,1,1,1,
265,MOTILON,1,2,1,5,1,6,0,0,0,1,1,1,
266,MOTILON,1,2,2,0,1,6,0,0,0,1,1,1,
267,MOTILON,1,2,1,5,1,6,0,0,0,1,1,1,
268,MOTILON,1,2,1,5,1,12,0,0,0,1,1,1,
159,MURRAYTOR,1,4,1,5,2,8,9,0,2,5,6,1,
160,MURRAYTOR,1,2,1,5,2,1,3,0,1,6,14,1,
162,MURRAYTOR,1,4,1,5,1,1,0,0,1,5,8,2,
163,MURRAYTOR,1,2,1,5,2,6,10,0,1,5,2,1,
763,N INDIA,4,2,1,5,3,16,11,15,3,2,8,5,
764,N INDIA,1,2,5,2,2,1,10,0,3,5,3,3,
765,N INDIA,1,2,1,5,2,10,11,0,0,1,7,3,
766,N INDIA,1,2,1,5,2,16,5,0,2,2,3,3,
767,N INDIA,4,2,1,5,1,16,0,0,4,0,3,2,
768,N INDIA,1,2,2,5,3,4,13,10,1,5,3,3,
769,N INDIA,1,1,1,5,1,16,0,0,4,0,3,3,
770,N INDIA,1,1,1,5,1,16,0,0,3,2,3,3,
771,N INDIA,1,1,1,5,1,1,0,0,3,2,2,2,
772,N INDIA,1,2,1,5,1,16,0,0,2,2,6,5,
632,N RUMANIA,1,1,1,0,1,10,0,0,0,1,6,3,
633,N RUMANIA,1,1,1,5,1,10,11,12,3,0,2,2,
634,N RUMANIA,1,1,1,5,2,15,6,0,2,2,1,1,
635,N RUMANIA,1,2,1,4,2,8,4,0,0,1,1,1,
636,N RUMANIA,1,1,1,5,2,5,10,0,1,2,3,2,
637,N RUMANIA,1,1,0,0,2,12,11,0,1,4,2,2,
638,N RUMANIA,1,2,1,5,3,10,12,11,0,1,1,1,
639,N RUMANIA,1,2,1,5,2,10,12,0,1,2,3,2,
640,N RUMANIA,1,1,2,4,2,8,6,0,0,1,5,1,
754,N RUMANIA,1,1,0,0,2,10,5,0,0,1,5,2,
749,N RUSSIA,1,1,5,1,1,16,0,0,0,1,8,1,
750,N RUSSIA,4,2,1,5,1,16,0,0,0,1,4,1,
751,N RUSSIA,1,2,1,5,1,16,0,0,0,1,5,1,
752,N RUSSIA,5,3,1,0,1,9,0,0,0,1,22,1,
604,N.CAYAPO,1,1,2,5,1,3,0,0,1,5,14,1,
605,N.CAYAPO,1,1,1,4,2,10,3,0,1,5,2,1,
606,N.CAYAPO,1,1,1,5,2,10,3,0,1,5,17,1,
607,N.CAYAPO,1,1,1,5,2,10,3,0,1,5,7,2,
608,N.CAYAPO,1,1,1,5,1,3,0,0,1,5,14,2,
609,N.CAYAPO,1,1,1,5,1,3,0,0,1,6,10,2,
169,NAUSTRALIA,1,4,1,5,1,4,0,0,4,0,1,1,
170,NAUSTRALIA,1,4,1,5,2,13,10,0,4,0,3,1,
171,NAUSTRALIA,1,1,1,5,2,1,10,0,1,4,5,1,
172,NAUSTRALIA,1,1,1,5,3,1,10,6,1,4,3,1,
173,NAUSTRALIA,1,1,1,5,1,10,0,0,1,5,3,2,
654,NORTH ITALY,1,1,1,5,4,16,12,11,1,5,2,1,
655,NORTH ITALY,1,1,3,3,4,10,11,16,1,3,2,2,
656,NORTH ITALY,1,1,1,5,3,10,11,16,0,0,3,2,
657,NORTH ITALY,1,3,1,5,2,16,12,0,0,1,10,1,
658,NORTH ITALY,1,1,1,5,3,16,10,11,0,0,4,3,
354,NORWAY,7,2,4,2,1,8,0,0,0,0,1,1,
355,NORWAY,1,2,4,2,3,10,15,16,0,0,1,1,
356,NORWAY,1,2,1,5,1,15,0,0,0,0,1,1,
357,NORWAY,1,1,1,5,3,10,15,11,0,0,1,1,
358,NORWAY,1,1,1,5,3,10,11,15,0,0,1,1,
592,NUER,1,1,5,1,1,7,0,0,2,6,5,1,
593,NUER,1,1,1,5,3,1,10,5,2,5,3,1,
594,NUER,1,1,3,2,3,10,11,16,1,5,1,1,
595,NUER,1,4,1,5,1,1,0,0,1,2,1,1,
596,NUER,1,2,1,5,1,16,0,0,1,2,1,1,
128,OMAHA,1,4,0,0,2,1,10,0,1,5,2,2,
129,OMAHA,1,4,1,5,2,1,10,0,1,5,1,1,
130,OMAHA,1,2,1,5,2,2,10,0,2,2,1,1,
1,PAPAGO,1,3,2,5,2,9,10,0,2,6,2,2,
234,PERSIA,1,4,1,5,1,14,0,0,4,0,14,2,
235,PERSIA,1,1,1,5,1,16,0,0,0,1,1,1,
236,PERSIA,2,1,1,0,1,16,0,0,4,0,1,1,
237,PERSIA,1,1,1,4,1,16,0,0,0,1,2,2,
189,PERU ANCIENT,2,4,1,5,3,1,2,10,2,5,4,1,
190,PERU ANCIENT,2,2,1,5,1,4,0,0,4,0,1,1,
191,PERU ANCIENT,2,1,1,5,0,0,0,0,0,1,4,1,
192,PERU ANCIENT,5,0,1,5,0,0,0,0,0,1,2,2,
193,PERU ANCIENT,5,2,1,5,0,0,0,0,0,1,2,1,
194,PERU ANCIENT,2,1,1,5,1,1,0,0,0,2,7,4,
429,POMO,1,2,1,5,2,16,15,0,0,1,1,1,
430,POMO,1,1,6,1,2,15,16,0,0,1,4,1,
431,POMO,1,1,1,5,2,16,15,0,0,1,1,1,
432,POMO,1,1,1,5,2,1,10,0,2,5,6,2,
326,PUERTORICO,1,1,1,5,4,11,15,10,3,6,4,3,
327,PUERTORICO,1,1,1,0,4,11,15,10,2,6,6,5,
259,PWOKARENS,1,1,1,5,2,15,16,0,0,1,2,1,
260,PWOKARENS,0,4,1,5,1,6,0,0,0,1,7,1,
261,PWOKARENS,0,4,3,3,1,6,0,0,0,1,5,2,
262,PWOKARENS,1,2,1,5,1,16,0,0,1,1,2,2,
263,PWOKARENS,0,1,1,5,2,5,11,0,0,1,4,4,
31,QUECHUA,1,2,0,5,3,4,10,1,0,0,10,2,
32,QUECHUA,4,2,2,5,4,10,11,12,0,0,12,3,
33,QUECHUA,2,2,1,5,1,9,0,0,0,0,8,2,
714,RIF,0,0,0,0,1,5,0,0,0,0,5,3,
347,RUANDA,1,1,1,5,2,10,11,0,2,5,1,1,
348,RUANDA,1,1,1,5,0,0,0,0,0,1,1,1,
349,RUANDA,1,2,1,5,1,15,0,0,0,0,1,1,
349,RUANDA,1,1,1,5,2,15,16,0,1,4,1,1,
350,RUANDA,1,4,1,5,2,10,1,0,4,0,4,1,
366,RUANDA,1,1,6,0,3,10,11,15,2,5,13,4,
367,RUANDA,1,1,1,5,2,16,15,0,0,0,2,1,
368,RUANDA,1,3,1,5,2,16,15,0,0,0,1,1,
741,RUANDA,1,1,1,5,1,10,0,0,0,1,8,2,
796,S INDIA FOLK,4,2,1,5,1,16,0,0,0,1,3,3,
797,S INDIA FOLK,1,1,1,5,3,1,5,12,4,1,5,3,
799,S INDIA FOLK,1,1,1,5,3,1,5,12,2,1,4,3,
795,S INDIA URB,1,1,3,5,2,14,16,0,1,2,2,2,
798,S INDIA URB,1,2,1,5,2,14,16,0,4,0,3,3,
800,S INDIA URB,1,1,1,5,2,16,14,0,3,2,3,2,
624,S RUMANIA,1,1,1,5,2,16,11,0,2,2,2,1,
625,S RUMANIA,1,1,1,0,2,13,16,0,1,2,2,2,
626,S RUMANIA,1,2,1,5,1,10,0,0,1,5,1,1,
627,S RUMANIA,1,2,6,3,2,10,12,0,1,1,1,1,
628,S RUMANIA,1,1,0,0,3,3,11,12,1,2,3,2,
629,S RUMANIA,1,1,1,0,2,5,10,11,0,1,3,2,
630,S RUMANIA,1,1,1,3,2,15,16,0,2,2,2,2,
631,S RUMANIA,1,1,0,0,2,12,11,0,1,4,2,2,
753,S RUMANIA,4,2,2,0,3,10,16,11,2,2,13,4,
659,S US,1,2,1,5,3,11,10,16,2,6,8,7,
660,S US,1,1,3,3,4,15,1,10,2,6,1,1,
661,S US,1,1,3,3,4,1,10,11,1,6,14,3,
662,S US,1,3,2,4,2,1,10,0,2,6,4,2,
663,S US,1,2,1,5,3,15,11,10,3,2,8,3,
664,S US,1,1,1,5,3,15,11,10,2,2,2,2,
665,S US,1,1,1,4,3,10,11,15,2,2,4,2,
666,S US,1,2,2,4,2,10,11,0,3,2,10,6,
667,S US,1,1,1,5,3,12,11,6,3,6,13,4,
668,S US,1,1,3,3,3,11,15,10,2,6,1,1,
733,S US,4,2,1,5,3,10,16,11,3,2,14,0,
734,S US,4,2,1,5,3,10,11,16,3,2,14,6,
735,S US,3,3,1,5,1,16,1,0,4,0,13,5,
736,S US,4,1,2,4,3,10,11,16,1,4,13,5,
219,SAMOA,1,1,0,0,1,10,0,0,2,6,6,1,
220,SAMOA,1,1,7,3,1,4,0,0,0,1,1,1,
221,SAMOA,1,4,1,0,1,14,0,0,1,2,1,1,
412,SAMOYEDE,1,2,1,5,1,16,0,0,1,2,1,1,
413,SAMOYEDE,1,2,5,1,1,16,15,0,0,0,4,1,
414,SAMOYEDE,1,1,1,5,1,2,0,0,1,2,2,2,
415,SAMOYEDE,1,1,1,5,1,2,0,0,2,2,1,1,
178,SANTODOMINGO,1,2,1,5,2,1,7,0,1,5,7,2,
179,SANTODOMINGO,1,4,1,5,1,2,0,0,1,5,13,1,
180,SANTODOMINGO,1,4,5,1,1,1,0,0,2,5,6,1,
182,SANTODOMINGO,1,4,1,5,2,1,10,0,1,5,21,1,
183,SANTODOMINGO,1,2,1,5,2,1,10,0,1,5,2,1,
140,SEMANG,1,1,2,3,1,10,0,0,2,6,5,3,
141,SEMANG,1,2,1,5,1,10,0,0,1,5,6,2,
142,SEMANG,1,1,3,0,2,15,16,0,2,6,4,2,
143,SEMANG,1,2,1,0,1,10,0,0,2,2,1,1,
462,SHILLUK,1,1,1,5,2,10,1,0,2,5,2,1,
468,SHILLUK,1,2,3,2,1,10,0,0,2,2,13,1,
469,SHILLUK,1,1,1,5,1,6,0,0,2,5,6,1,
470,SHILLUK,1,2,1,5,2,13,16,0,1,2,1,1,
471,SHILLUK,1,1,1,5,2,1,6,0,4,0,6,1,
585,SHILLUK,1,1,3,3,2,10,11,0,2,5,14,3,
586,SHILLUK,4,2,1,5,1,10,0,0,2,5,1,1,
587,SHILLUK,1,1,1,5,3,1,3,9,2,5,2,1,
588,SHILLUK,1,1,1,5,3,10,1,6,2,5,2,1,
681,SHLUH,1,1,5,1,2,10,12,0,3,2,14,2,
682,SHLUH,2,0,0,0,1,16,0,0,0,1,1,1,
684,SHLUH,1,1,1,0,2,10,12,0,1,5,14,1,
685,SHLUH,1,1,1,5,0,0,0,0,1,5,2,2,
686,SHLUH,1,1,1,0,0,0,0,0,1,2,2,2,
687,SLOVAKIA,5,1,1,4,3,16,11,10,2,2,1,1,
688,SLOVAKIA,1,1,1,4,3,10,16,11,0,1,4,1,
689,SLOVAKIA,1,2,1,5,2,16,12,0,2,5,1,1,
690,SLOVAKIA,5,1,1,5,2,14,13,0,0,1,6,5,
15,SOFIA DIST,1,1,1,5,4,16,0,10,2,2,1,1,
16,SOFIA DIST,1,1,1,0,4,10,5,6,3,3,1,1,
40,SOLOMON,1,3,1,5,2,11,6,0,0,1,14,1,
41,SOLOMON,1,4,1,5,3,14,8,11,0,1,3,1,
42,SOLOMON,1,2,1,5,1,8,0,0,4,0,1,1,
80,SOTHO,4,2,2,5,2,10,11,0,4,0,9,3,
81,SOTHO,1,2,1,0,2,15,16,0,1,2,1,1,
82,SWAZI,1,1,1,5,3,7,15,16,4,0,1,1,
83,SWAZI,4,2,1,5,1,2,10,0,0,1,10,2,
84,SWAZI,1,2,5,1,2,15,16,0,0,1,1,1,
86,SWAZI,1,1,1,4,2,15,16,0,2,2,1,1,
87,SWAZI,1,2,5,1,2,15,16,0,2,2,1,1,
88,SWAZI,1,3,5,1,2,15,16,0,2,3,2,1,
89,SWAZI,4,2,1,5,2,7,15,0,4,0,1,1,
149,SWAZI,1,2,1,4,2,15,16,0,4,0,1,1,
150,TANALA,1,2,5,1,0,0,0,0,0,1,1,1,
151,TANALA,1,1,2,4,2,15,16,0,2,2,1,1,
152,TANALA,1,1,2,4,2,15,16,0,3,2,1,1,
153,TANALA,1,1,2,3,3,10,15,16,2,2,2,2,
255,TARAHUMARA,0,4,1,0,2,1,2,0,3,2,1,1,
256,TARAHUMARA,1,2,2,0,2,1,11,0,0,1,5,2,
257,TARAHUMARA,1,4,1,5,3,1,2,10,2,2,1,1,
258,TARAHUMARA,4,1,1,5,3,1,11,10,0,1,10,1,
90,TETONDAKOT,0,2,1,5,1,10,0,0,0,0,5,2,
91,TETONDAKOT,1,2,1,0,1,2,0,0,2,2,1,1,
92,TETONDAKOT,1,4,1,0,1,2,0,0,2,2,1,1,
57,THONGA,1,2,1,0,2,15,16,0,2,2,1,1,
58,THONGA,1,1,5,1,2,1,10,0,3,6,6,1,
59,THONGA,1,4,7,4,1,2,0,0,1,1,13,2,
60,THONGA,1,4,3,3,1,2,0,0,1,5,2,1,
61,THONGA,1,2,1,0,2,15,16,0,0,0,1,1,
62,THONGA,1,4,1,5,1,14,0,0,0,1,12,3,
63,THONGA,1,1,1,5,1,10,0,0,0,1,13,2,
64,THONGA,1,4,1,5,1,9,0,0,2,5,14,1,
65,THONGA,1,2,1,0,3,4,15,16,4,0,1,1,
373,TIBET,2,1,1,5,1,1,0,0,2,5,22,2,
374,TIBET,1,1,1,5,3,1,12,13,4,0,2,2,
375,TIBET,1,1,1,5,1,1,0,0,3,6,4,1,
376,TIBET,1,2,7,3,3,16,10,11,4,0,3,1,
377,TIBET,1,2,1,5,1,12,0,0,4,0,12,4,
378,TIBET,1,2,1,5,4,1,2,6,3,2,1,1,
379,TIBET,7,2,1,5,2,1,14,0,4,0,3,2,
380,TIBET,7,1,1,5,2,1,8,0,1,2,4,4,
393,TIBET,1,1,1,5,2,1,8,0,0,0,1,1,
394,TIBET,1,2,1,5,2,8,1,0,0,0,1,1,
395,TIBET,1,1,1,5,2,1,13,0,2,2,1,1,
396,TIBET,2,1,1,5,1,1,0,0,1,2,1,1,
397,TIBET,1,2,2,4,2,10,11,0,2,4,3,3,
398,TIBET,1,1,1,5,2,16,2,0,2,2,1,1,
399,TIBET,1,2,1,5,2,10,16,0,3,2,1,1,
715,TIKOPIA,1,1,2,0,2,1,10,0,1,6,12,2,
716,TIKOPIA,1,4,1,5,1,10,1,0,1,2,1,1,
381,TODA,1,3,1,0,0,0,0,0,0,0,0,1,
340,TOMA,1,2,1,5,2,15,12,0,2,6,1,1,
341,TOMA,1,2,1,5,1,1,10,0,3,1,7,2,
342,TOMA,1,2,1,5,3,11,10,1,2,5,11,3,
343,TOMA,1,2,1,5,2,3,1,10,2,6,13,4,
285,TOPOKE,1,2,2,0,0,0,0,0,2,3,1,1,
286,TOPOKE,1,2,2,0,0,0,0,0,3,2,1,1,
287,TOPOKE,1,1,2,0,3,10,8,11,2,6,4,2,
288,TOPOKE,1,2,1,5,2,15,10,0,0,0,1,1,
161,TORRES,1,4,1,5,1,1,0,0,3,0,1,1,
322,TRASOSMONT,1,2,1,5,2,10,16,0,4,0,2,2,
323,TRASOSMONT,1,2,1,5,3,10,11,16,0,1,3,3,
324,TRASOSMONT,1,2,0,0,3,10,11,16,0,0,5,4,
724,TRUK,1,1,1,5,1,4,0,0,0,1,1,1,
104,TSIMSHIAN,1,1,1,5,1,10,0,0,3,6,6,2,
105,TSIMSHIAN,1,4,0,0,1,1,0,0,0,1,6,1,
223,TUAREGHOG,4,2,1,4,1,5,0,0,1,6,3,1,
231,TUAREGHOG,1,1,5,1,2,11,4,16,4,0,1,1,
232,TUAREGHOG,1,1,5,1,1,5,4,16,1,2,1,1,
233,TUAREGHOG,1,1,5,1,3,10,4,16,2,4,2,2,
389,TUCUNA,2,2,0,0,1,1,0,0,0,1,0,1,
390,TUCUNA,1,1,0,0,1,15,0,0,0,1,2,1,
391,TUCUNA,1,2,3,3,4,1,6,12,0,1,2,1,
248,TURKEY,4,1,1,5,2,11,16,0,0,1,8,3,
249,TURKEY,1,3,0,0,1,10,0,0,0,1,2,1,
96,TURKMEN,1,2,1,5,1,16,0,0,3,2,1,1,
97,TURKMEN,1,2,1,5,1,16,0,0,4,0,2,1,
98,TURKMEN,1,2,1,5,1,16,0,0,4,0,1,1,
359,US URB BAND,4,2,2,4,4,16,9,1,3,6,20,12,
360,US URB SYM,4,1,2,4,3,16,13,14,3,6,22,13,
70,UTE,1,1,1,0,1,10,0,0,1,6,1,1,
71,UTE,1,2,1,5,1,10,0,0,1,0,4,1,
72,UTE,1,2,1,0,1,10,0,0,1,0,1,1,
698,VIETNAM,1,0,2,0,1,4,0,0,1,5,1,1,
699,VIETNAM,1,1,2,0,1,1,0,0,0,0,4,3,
700,VIETNAM,1,1,0,0,1,13,0,0,1,2,13,10,
701,VIETNAM,1,2,1,0,2,1,14,0,0,1,10,5,
702,VIETNAM,1,1,3,3,1,16,0,0,1,2,1,1,
703,VIETNAM,1,1,0,0,2,16,10,0,1,2,2,2,
704,VIETNAM,1,1,2,0,3,5,16,10,0,1,8,6,
705,VIETNAM,1,1,0,0,1,12,0,0,1,5,5,3,
706,VIETNAM,1,2,0,0,1,2,0,0,1,6,3,3,
707,VIETNAM,1,2,0,0,2,1,10,0,0,1,10,6,
597,WASHO,1,1,3,3,1,3,0,0,1,5,6,1,
598,WASHO,1,1,1,5,1,2,0,0,1,2,1,1,
523,WESTFRANCE,5,3,2,4,2,16,11,0,3,2,1,1,
524,WESTFRANCE,1,2,1,5,1,16,0,0,3,2,6,2,
525,WESTFRANCE,1,1,1,5,4,10,11,5,2,5,10,2,
289,WOLOF,1,1,3,5,3,1,14,5,3,5,4,2,
290,WOLOF,1,2,1,5,3,0,14,16,2,3,2,1,
728,WOLOF,1,1,1,4,4,11,10,7,3,0,4,1,
729,WOLOF,4,1,5,2,1,0,14,16,1,4,4,2,
730,WOLOF,1,1,1,5,1,10,0,0,0,1,3,2,
731,WOLOF,1,1,1,5,1,1,0,0,1,6,3,2,
732,WOLOF,1,1,1,0,2,5,10,0,2,5,3,1,
73,XHOSA,1,2,1,0,1,10,0,0,4,0,1,1,
74,XHOSA,1,4,4,0,2,3,2,0,3,1,1,1,
75,XHOSA,1,4,1,5,1,7,0,0,2,5,13,1,
76,XHOSA,1,4,5,1,1,2,0,0,0,1,10,1,
78,XHOSA,1,4,1,5,1,4,0,0,2,5,2,1,
79,XHOSA,1,2,5,0,2,15,16,0,2,2,1,1,
112,YAGUA,1,1,1,5,1,10,0,0,1,5,11,2,
382,YAKUT,5,1,1,5,1,2,0,0,2,2,5,2,
184,YAQUI,1,2,1,5,2,1,10,0,1,5,7,3,
185,YAQUI,4,2,1,0,2,15,16,0,2,2,1,1,
186,YAQUI,1,3,1,5,2,15,16,12,4,0,2,2,
187,YAQUI,1,3,1,5,1,1,10,12,0,1,5,2,
188,YAQUI,1,2,1,5,2,1,10,12,2,5,9,4,
148,YARURO,1,2,1,5,2,2,1,0,2,2,1,1,
446,YORUBA,1,1,1,5,2,14,8,0,0,1,6,4,
447,YORUBA,1,1,1,5,3,14,8,1,0,1,22,3,
448,YORUBA,1,1,1,5,3,14,8,6,4,0,3,2,
45,ZULU,1,2,5,1,1,10,0,0,0,1,0,1,
46,ZULU,1,2,6,3,1,0,0,0,4,0,1,1,
47,ZULU,1,2,1,0,3,9,7,15,4,1,1,1,
48,ZULU,1,2,5,0,2,15,16,0,2,2,1,1,
49,ZULU,1,4,1,5,1,9,0,0,2,5,10,1,
50,ZULU,1,2,1,0,2,15,16,0,4,0,1,1,
51,ZULU,1,2,5,0,2,15,16,0,4,0,1,1,
52,ZULU,1,2,5,1,2,15,16,0,4,2,2,2,
53,ZULU,1,3,1,0,1,2,0,0,4,0,1,1,
77,ZULU,1,2,7,3,2,15,16,0,4,0,2,1,
85,ZULU,1,2,5,0,2,15,16,0,0,1,1,1,
480,ZUNI,1,2,3,0,1,10,0,0,3,1,1,1,
481,ZUNI,1,1,1,5,2,10,12,0,3,6,13,2,
482,ZUNI,1,1,1,5,2,10,12,0,3,6,4,2,
483,ZUNI,1,1,1,5,3,1,10,12,4,0,6,2,
484,ZUNI,1,2,1,5,2,10,12,0,0,0,1,1,
485,ZUNI,1,1,1,5,2,1,12,0,0,0,6,2,
486,ZUNI,1,2,1,5,3,1,12,13,4,0,3,3,
487,ZUNI,1,2,1,5,2,1,12,0,1,2,1,1,
488,ZUNI,1,1,1,5,3,10,1,12,2,4,1,1,
489,ZUNI,1,1,1,5,3,1,10,12,1,6,2,2,
490,ZUNI,1,2,1,5,1,12,0,0,1,2,1,1,
491,ZUNI,1,1,1,5,3,10,1,3,1,6,2,2,
492,ZUNI,1,2,1,5,2,1,12,0,0,0,1,1,
